Age	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	isPublic	isStatic	isGetterSetter	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	TangledWMoveandFileRename	Buggycommiit	RiskyCommit	file	
1591	4	0.0	0.7786020040512085	0.5803600249992112	0	0	1	1.0	0	2	26.0	123.8484878540039	1	0	0	1	1	0	0	0	0	0	0	0	1240.json	
1578	6	0.0	0.13103710114955902	0.16068659061405824	1	1	2	1.37	1	5	40.0	114.41285705566406	0	0	0	1	1	0	0	0	0	0	0	0	2402.json	
1623	8,23,24,23	0.0,0.0,0.0,0.0	0.3208223283290863,0.004272227641195059,0.0021156605798751116,0.0023905893322080374	0.2312692442416822,2.085635082281108E-9,1.6389108929983314E-10,4.28544413956654E-9	0,1,1,1	0,2,2,2	1,4,4,4	1.98,3.06,3.11,3.15	1,3,3,3	1,15,20,19	40.0,157.0,172.0,158.0	109.68163299560547,83.49693298339844,82.34944152832031,83.54913330078125	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,3,2,0	0,13,13,15	0,18,4,3	0,18,7,6	0,883,144,117	0,3,7,7	0,0,0,0	0,0,0,0	2278.json	
1520	3	0.0	0.9037314653396606	0.6922028125647873	0	0	1	0.94	0	0	23.0	129.58164978027344	1	0	0	0	0	0	0	0	0	0	0	0	1821.json	
1991	4,4,5,11,11,11,11,12,12,12,12,12,12,12	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,1.1825704132206738E-4,7.276406977325678E-4,0.0446118526160717,0.0446118526160717,0.04197988659143448,0.03298246115446091,0.10595936328172684,0.10595936328172684,0.09089542925357819,0.11127222329378128,0.11887634545564651,0.1551520675420761,0.13215544819831848	0.10912864402232135,0.16918476594021858,0.14964652763706693,0.020640026291743583,0.020640026291743583,0.02022310407239309,0.012853929264196236,0.0029482699458840385,0.0029482699458840385,0.0011970656751762608,0.0016531486431959127,0.009145939287421134,0.01484184047062064,0.006876629249221479	0,0,0,1,1,1,1,1,1,1,1,0,0,0	0,0,0,1,1,1,1,1,1,1,1,0,0,0	1,1,1,3,3,3,3,4,4,4,4,3,3,3	1.66,1.66,1.5,1.43,1.43,1.43,1.43,1.37,1.37,1.37,1.37,1.37,1.37,1.37	0,0,0,1,1,1,1,1,1,1,1,1,1,1	1,1,1,3,3,3,3,5,5,6,6,5,5,6	37.0,35.0,38.0,62.0,62.0,62.0,64.0,75.0,75.0,79.0,77.0,71.0,69.0,72.0	121.4874496459961,121.83938598632812,117.67395782470703,101.42052459716797,101.42052459716797,101.42052459716797,101.21717071533203,98.6800308227539,98.6800308227539,98.3751449584961,98.50848388671875,99.30610656738281,99.49429321289062,99.19511413574219	1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,1,1,1,1,1,1,1,1,1,1,1	0,0,0,1,1,7,35,120,218,269,294,405,407,424	0,4,2,9,0,1,1,4,0,1,0,12,1,4	0,8,3,12,0,2,2,7,0,2,0,24,2,8	0,34,22,200,0,4,10,160,0,38,14,125,43,59	0,25,27,34,0,29,29,44,44,42,0,30,40,41	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,1	2287.json	
1608	3	0.0	0.7481116056442261	0.926376192109695	0	0	1	0.94	0	0	12.0	133.59722900390625	1	0	1	0	0	0	0	0	0	0	0	0	2270.json	
1685	4	0.0	0.04328930005431175	0.28584952847095557	0	0	1	1.0	0	3	33.0	122.5189437866211	1	1	0	1	0	0	0	0	0	0	0	0	1228.json	
1686	3	0.0	0.4760749638080597	0.8908893946690806	0	0	1	0.94	0	1	13.0	133.18099975585938	1	0	0	0	0	0	0	0	0	0	0	0	2742.json	
1825	9,9,9,9,9,9	0.0,0.0,0.0,0.0,0.0,0.0	6.222730153240263E-4,4.607588634826243E-4,4.607588634826243E-4,4.764421610161662E-4,4.5017656520940363E-4,0.0	4.422795444762684E-5,4.509703853299052E-5,4.509703853299052E-5,3.996445565795891E-5,3.950374053849987E-5,2.0887338049248264E-6	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	2.06,2.06,2.06,2.06,2.06,2.06	0,0,0,0,0,0	3,3,3,3,3,5	89.0,89.0,89.0,89.0,89.0,103.0	103.1058120727539,103.1058120727539,103.1058120727539,103.07218170166016,103.07218170166016,102.21739196777344	1,1,1,1,1,1	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	3,3,3,3,3,3	0,21,48,50,52,127	0,2,0,1,1,0	0,4,0,2,2,0	0,24,0,4,7,130	0,50,3,4,44,0	0,0,0,0,0,0	0,0,0,0,0,0	1715.json	
1851	4,4,5,5,5	0.0,0.0,0.0,0.0,0.0	0.0064774868078529835,0.006185680162161589,0.002207118319347501,0.002207118319347501,0.002207118319347501	0.2097631197543717,0.23084087860240501,0.11346587936585487,0.11346587936585487,0.11346587936585487	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1.0,1.0,0.98,0.98,0.98	0,0,0,0,0	0,0,1,1,1	33.0,33.0,40.0,40.0,40.0	122.21172332763672,122.21172332763672,117.40723419189453,117.40723419189453,117.40723419189453	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,1,1,76,153	0,2,1,0,0	0,4,1,0,0	0,21,48,0,0	0,7,8,3,0	0,0,0,0,0	0,0,0,0,0	1268.json	
