Age	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	isPublic	isStatic	isGetterSetter	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	TangledWMoveandFileRename	Buggycommiit	RiskyCommit	file	
1016	3,3,3,3,3	0.0,0.0,0.0,0.0,0.0	1.1731429549399763E-4,1.1731429549399763E-4,1.1731429549399763E-4,0.0,0.0	0.14767450182476544,0.14767450182476544,0.14767450182476544,0.27383259993777376,0.2601210892095555	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1.89,1.89,1.89,1.89,1.89	0,0,0,0,0	1,1,1,1,1	34.0,34.0,34.0,31.0,31.0	126.78704833984375,126.78704833984375,126.78704833984375,127.50450134277344,127.50450134277344	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	3,3,3,3,3	0,0,0,0,0	0,6,8,261,500	0,0,0,2,1	0,0,0,4,2	0,0,0,34,7	0,27,103,49,367	0,0,1,0,1	0,0,1,1,1	485.json	
1011	4,6,5,5,5,5,5	0.0,0.0,0.0,0.0,0.2,0.2,0.2	0.7346014380455017,0.4058140516281128,0.4177529215812683,0.18601466715335846,0.22253164649009705,0.21097655594348907,0.2296435832977295	0.8899112645529206,0.6295315348405134,0.6537864704486016,0.22311547325366488,0.539789378822372,0.5320651900687854,0.5429355695404451	0,2,2,2,2,2,2	0,1,1,1,1,1,1	1,2,2,2,2,2,2	2.0,2.75,2.99,2.99,2.99,2.99,2.99	0,1,1,1,1,1,1	3,6,5,6,5,5,5	19.0,33.0,30.0,38.0,30.0,30.0,30.0	126.04888916015625,115.81021118164062,119.3558120727539,117.77754974365234,119.3558120727539,119.3558120727539,119.3558120727539	1,1,1,1,1,1,1	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,3,365,454,454,499,606	0,3,0,1,1,1,1	0,4,1,2,2,2,2	0,68,25,59,2,5,4	0,103,392,6,7,122,227	0,1,0,0,0,0,0	0,1,0,0,1,0,0	2800.json	
1360	3,3,3,3,3	0.0,0.0,0.0,0.0,0.0	0.9005993008613586,0.9254549741744995,0.9254549741744995,0.9248546957969666,0.9066267013549805	0.9182114553080587,0.922224623909899,0.922224623909899,0.9666629082689635,0.9595156738199214	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	3.77,3.77,3.77,1.89,1.89	0,0,0,0,0	0,0,0,0,0	12.0,12.0,12.0,12.0,12.0	133.59722900390625,133.59722900390625,133.59722900390625,133.59722900390625,133.59722900390625	1,1,1,1,1	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,65,76,297,792	0,1,0,3,1	0,2,0,6,2	0,9,0,16,6	0,125,35,126,227	0,0,0,0,0	0,1,0,0,0	2718.json	
795	15,15,15,19,19	0.0,0.0,0.0,0.0,0.0	0.04645766317844391,0.04585568234324455,0.04645766317844391,0.036843907088041306,0.019992468878626823	0.0010576948686305673,9.267290068876906E-4,0.0010122732663285818,2.7949758966047867E-4,6.143218230908938E-5	0,0,0,1,1	0,0,0,1,1	3,3,3,4,4	3.71,3.71,3.71,4.48,4.48	2,2,2,3,3	5,5,5,6,6	86.0,86.0,86.0,101.0,109.0	94.48247528076172,94.45079040527344,94.48247528076172,89.46541595458984,89.06903076171875	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	2,2,2,2,2	0,0,0,0,0	0,276,280,280,698	0,1,3,5,1	0,2,6,6,2	0,10,31,145,24	0,3,367,3,28	0,0,1,0,0	0,0,1,0,1	5100.json	
1205	12,13,6	0.0,0.0,0.0	0.0626550167798996,0.07013135403394699,0.8858071565628052	2.5223275649334144E-5,4.231733727308296E-5,0.072175505788407	4,4,1	4,4,2	6,6,3	1.97,2.22,1.89	1,1,0	4,4,1	99.0,99.0,47.0	96.70801544189453,95.41132354736328,113.09796142578125	1,1,1	0,0,0	0,0,0	1,1,1	4,4,1	0,142,189	0,7,4	0,13,15	0,20,362	0,126,344	0,0,0	0,0,0	2771.json	
644	3,3,5	0.0,0.0,0.0	0.07180821150541306,0.04904758185148239,0.022679559886455536	0.5555619108511957,0.5801908598569143,0.18361591090776316	0,0,0	0,0,0	1,1,1	1.89,1.89,1.96	0,0,0	1,1,2	22.0,22.0,37.0	129.47398376464844,129.47398376464844,117.93550109863281	1,1,1	0,0,0	0,1,0	0,0,0	0,0,1	0,6,124	0,2,3	0,4,4	0,43,124	0,204,22	0,0,0	0,0,0	3467.json	
999	3,4,4,4,4,4	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.019553813298025222,0.0217850676710216,0.02222858236442849,0.022898249024182932,0.031641051793516506,0.031641051793516506	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	1.89,2.0,2.0,2.0,2.0,2.0	0,0,0,0,0,0	1,2,2,2,2,2	44.0,45.0,45.0,45.0,44.0,44.0	125.18699645996094,120.46957397460938,120.46957397460938,120.46957397460938,120.6494140625,120.6494140625	1,1,1,1,1,1	0,0,0,0,0,0	0,0,0,0,0,0	3,3,3,3,3,3	0,0,0,0,0,0	0,133,155,353,425,487	0,3,3,0,1,0	0,5,6,0,2,0	0,57,74,2,32,0	0,40,218,392,34,122	0,0,0,0,0,0	0,0,0,0,0,0	2990.json	
217	8,8,8	0.0,0.0,0.0	0.0029735956341028214,0.0033093439415097237,0.002134118927642703	8.565507224982236E-4,4.6544617389581377E-4,4.4855266832516627E-4	1,1,1	1,1,1	2,2,2	1.73,1.73,1.73	0,0,0	6,6,6	72.0,74.0,75.0	106.24530792236328,106.01265716552734,105.98706817626953	1,1,1	0,0,0	0,0,0	1,1,1	0,0,0	0,7,19	0,1,1	0,2,2	0,10,20	0,10,3	0,0,0	0,0,0	3104.json	
527	5	0.0	0.3167792558670044	0.04264390716672552	1	1	2	1.96	0	3	44.0	116.62455749511719	1	1	0	2	1	0	0	0	0	0	0	0	2134.json	
572	3	0.0	0.8888612389564514	0.9840115838596969	0	0	1	1.89	0	0	12.0	133.59722900390625	1	0	0	0	0	0	0	0	0	0	0	0	1578.json	
